wall_time_iso,elapsed_s,phase,mq2_raw,mq135_raw,ultrasonic_cm,raw_line
2026-03-30T19:13:47.802839+00:00,41.722,ethanol_preactivation,179,414,4,"s,179,414,0,4"
2026-03-30T19:13:48.053137+00:00,41.973,ethanol_preactivation,179,413,4,"s,179,413,0,4"
2026-03-30T19:13:48.303606+00:00,42.223,ethanol_preactivation,178,412,4,"s,178,412,0,4"
2026-03-30T19:13:48.553791+00:00,42.473,ethanol_preactivation,178,412,4,"s,178,412,0,4"
2026-03-30T19:13:48.804049+00:00,42.723,ethanol_preactivation,179,411,4,"s,179,411,0,4"
2026-03-30T19:13:49.054415+00:00,42.974,ethanol_preactivation,179,411,4,"s,179,411,0,4"
2026-03-30T19:13:49.304512+00:00,43.224,ethanol_preactivation,178,410,4,"s,178,410,0,4"
2026-03-30T19:13:49.554815+00:00,43.474,ethanol_preactivation,178,410,4,"s,178,410,0,4"
2026-03-30T19:13:49.804998+00:00,43.724,ethanol_preactivation,178,410,4,"s,178,410,0,4"
2026-03-30T19:13:50.055307+00:00,43.975,ethanol_preactivation,178,410,4,"s,178,410,0,4"
2026-03-30T19:13:50.305652+00:00,44.225,ethanol_preactivation,178,410,4,"s,178,410,0,4"
2026-03-30T19:13:50.555917+00:00,44.475,ethanol_preactivation,178,410,4,"s,178,410,0,4"
2026-03-30T19:13:50.806599+00:00,44.726,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:51.056588+00:00,44.976,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:51.306826+00:00,45.226,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:51.557121+00:00,45.477,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:51.807467+00:00,45.727,ethanol_preactivation,177,409,4,"s,177,409,0,4"
2026-03-30T19:13:52.057743+00:00,45.977,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:52.308062+00:00,46.227,ethanol_preactivation,177,409,4,"s,177,409,0,4"
2026-03-30T19:13:52.558315+00:00,46.478,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:52.808571+00:00,46.728,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:53.058799+00:00,46.978,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:53.309316+00:00,47.229,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:53.559526+00:00,47.479,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:53.809748+00:00,47.729,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:54.059969+00:00,47.979,ethanol_preactivation,177,410,4,"s,177,410,0,4"
2026-03-30T19:13:54.310375+00:00,48.230,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:54.560435+00:00,48.480,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:54.810847+00:00,48.730,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:55.061047+00:00,48.980,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:55.311323+00:00,49.231,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:55.561597+00:00,49.481,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:55.811872+00:00,49.731,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:56.062317+00:00,49.982,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:56.312541+00:00,50.232,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:56.563133+00:00,50.482,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:56.813181+00:00,50.732,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:57.063360+00:00,50.983,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:57.313986+00:00,51.233,ethanol_preactivation,176,410,4,"s,176,410,0,4"
2026-03-30T19:13:57.563926+00:00,51.483,ethanol_preactivation,175,409,4,"s,175,409,0,4"
2026-03-30T19:13:57.814359+00:00,51.734,ethanol_preactivation,175,405,4,"s,175,405,0,4"
2026-03-30T19:13:58.064348+00:00,51.984,ethanol_preactivation,175,419,4,"s,175,419,0,4"
2026-03-30T19:13:58.314770+00:00,52.234,ethanol_preactivation,175,417,4,"s,175,417,0,4"
2026-03-30T19:13:58.565033+00:00,52.484,ethanol_preactivation,175,416,4,"s,175,416,0,4"
2026-03-30T19:13:58.815299+00:00,52.735,ethanol_preactivation,175,415,4,"s,175,415,0,4"
2026-03-30T19:13:59.065549+00:00,52.985,ethanol_preactivation,175,414,4,"s,175,414,0,4"
2026-03-30T19:13:59.316075+00:00,53.235,ethanol_preactivation,175,414,4,"s,175,414,0,4"
2026-03-30T19:13:59.566393+00:00,53.486,ethanol_preactivation,175,413,4,"s,175,413,0,4"
2026-03-30T19:13:59.816652+00:00,53.736,ethanol_preactivation,175,413,4,"s,175,413,0,4"
2026-03-30T19:14:00.066917+00:00,53.986,ethanol_preactivation,174,412,4,"s,174,412,0,4"
2026-03-30T19:14:00.317228+00:00,54.237,ethanol_preactivation,175,412,4,"s,175,412,0,4"
2026-03-30T19:14:00.567553+00:00,54.487,ethanol_preactivation,174,412,4,"s,174,412,0,4"
2026-03-30T19:14:00.817697+00:00,54.737,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:01.068024+00:00,54.987,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:01.318404+00:00,55.238,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:01.568598+00:00,55.488,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:01.818949+00:00,55.738,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:02.069270+00:00,55.989,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:02.319610+00:00,56.239,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:02.569913+00:00,56.489,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:02.820127+00:00,56.740,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:03.070470+00:00,56.990,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:03.320610+00:00,57.240,ethanol_preactivation,174,411,4,"s,174,411,0,4"
2026-03-30T19:14:03.570976+00:00,57.490,ethanol_preactivation,174,410,4,"s,174,410,0,4"
2026-03-30T19:14:03.821332+00:00,57.741,ethanol_preactivation,173,410,4,"s,173,410,0,4"
2026-03-30T19:14:04.071655+00:00,57.991,ethanol_preactivation,173,410,4,"s,173,410,0,4"
2026-03-30T19:14:04.321809+00:00,58.241,ethanol_preactivation,173,410,4,"s,173,410,0,4"
2026-03-30T19:14:04.572165+00:00,58.492,ethanol_preactivation,173,409,4,"s,173,409,0,4"
2026-03-30T19:14:04.822600+00:00,58.742,ethanol_preactivation,173,409,4,"s,173,409,0,4"
2026-03-30T19:14:05.072773+00:00,58.992,ethanol_preactivation,173,409,4,"s,173,409,0,4"
2026-03-30T19:14:05.323098+00:00,59.243,ethanol_preactivation,173,409,4,"s,173,409,0,4"
2026-03-30T19:14:05.573391+00:00,59.493,ethanol_preactivation,173,408,4,"s,173,408,0,4"
2026-03-30T19:14:05.823641+00:00,59.743,ethanol_preactivation,173,408,4,"s,173,408,0,4"
2026-03-30T19:14:06.074029+00:00,59.993,ethanol_preactivation,173,408,4,"s,173,408,0,4"
2026-03-30T19:14:06.324225+00:00,60.244,ethanol_preactivation,173,408,4,"s,173,408,0,4"
2026-03-30T19:14:06.574587+00:00,60.494,ethanol_preactivation,173,408,4,"s,173,408,0,4"
2026-03-30T19:14:06.824923+00:00,60.744,ethanol_preactivation,173,408,4,"s,173,408,0,4"
2026-03-30T19:14:07.075117+00:00,60.995,ethanol_preactivation,173,408,4,"s,173,408,0,4"
